sha256,baseline_signatures,deepseek-r1_7b_v0,deepseek-r1_7b_v1,deepseek-r1_7b_v2,deepseek-r1_7b_v3,gemma3_12b_v0,gemma3_12b_v1,gemma3_12b_v2,gemma3_12b_v3,llama3.1_8b_v0,llama3.1_8b_v1,llama3.1_8b_v2,llama3.1_8b_v3,qwen3_v0,qwen3_v1,qwen3_v2,qwen3_v3
bcc93733d6ff8d18,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,,,,,reads_self; queries_keyboard_layout; queries_locale_api,reads_self; queries_keyboard_layout; queries_locale_api
bccb7e1c5e7b2162,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; persistence_autorun; procmem_yara; deletes_executed_files,,,,,,,,,,,,,queries_locale_api; queries_keyboard_layout,,,queries_locale_api; queries_keyboard_layout
bccd9b5d18943b9f,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,,antisandbox_unhook,antisandbox_unhook,,,,,,,enumerates_physical_drives; antisandbox_unhook; physical_drive_access,,
bdcd13abdded8f4f,antivm_checks_available_memory; queries_user_name; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; mouse_movement_detect; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; persistence_autorun; binary_yara; procmem_yara,terminates_remote_process,terminates_remote_process,,terminates_remote_process,mouse_movement_detect; terminates_remote_process,mouse_movement_detect,mouse_movement_detect,mouse_movement_detect,stealth_window; suspicious_command_tools; uses_windows_utilities; recon_fingerprint,terminates_remote_process,stealth_window; suspicious_command_tools; uses_windows_utilities; terminates_remote_process,stealth_window; suspicious_command_tools; uses_windows_utilities,terminates_remote_process,stealth_window; uses_windows_utilities; suspicious_command_tools,terminates_remote_process,terminates_remote_process
bdcf1207d8c4c9f8,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; injection_rwx; procmem_yara,,,,,,,,,,,,,,,,
be49c4237fff912a,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,,,queries_locale_api; queries_keyboard_layout; reads_self,queries_locale_api; queries_keyboard_layout; reads_self,,
c08e2ca15e853482,antivm_checks_available_memory; queries_computer_name; dead_connect; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; suspicious_communication_trusted_site; antianalysis_tls_section; packer_unknown_pe_section_name; packer_entropy; injection_rwx; infostealer_cookies; injection_write_exe_process; multiple_useragents; procmem_yara; recon_fingerprint,,,,,,,,,,,,,,,,
c0ae5ad78fe90fa7,antivm_checks_available_memory; dead_connect; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; network_connection_via_suspicious_process; injection_rwx; injection_write_exe_process; procmem_yara,,,,,,,,,,,,,,,,reads_self
c11174490a7e6285,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,injection_write_process; infostealer_cookies; antivm_generic_system; uses_windows_utilities; creates_suspended_process; queries_locale_api; recon_beacon; http_request; reads_self; queries_computer_name; antisandbox_sleep; queries_keyboard_layout; persistence_autorun_tasks; cmdline_obfuscation; uses_windows_utilities_to_create_scheduled_task; resumethread_remote_process; suspicious_command_tools; terminates_remote_process; stealth_timeout; stealth_window; dynamic_function_loading; antiav_detectfile; antisandbox_unhook,,queries_locale_api; queries_keyboard_layout,,,
c18ffd59ba4e7806,antivm_checks_available_memory; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; mouse_movement_detect; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; static_pe_pdbpath; injection_rwx; injection_write_exe_process; binary_yara; procmem_yara,terminates_remote_process,terminates_remote_process,terminates_remote_process,terminates_remote_process,terminates_remote_process,antisandbox_mouse_hook; infostealer_keylog; terminates_remote_process,queries_locale_api; terminates_remote_process,queries_locale_api,injection_write_exe_process; queries_keyboard_layout; stealth_timeout; mouse_movement_detect; queries_locale_api; procmem_yara; resumethread_remote_process; injection_write_process,injection_write_exe_process; queries_keyboard_layout; stealth_timeout; mouse_movement_detect; queries_locale_api; procmem_yara; resumethread_remote_process; injection_write_process,injection_write_exe_process; queries_keyboard_layout; stealth_timeout; mouse_movement_detect; queries_locale_api; procmem_yara; resumethread_remote_process; injection_write_process,injection_write_exe_process; queries_keyboard_layout; stealth_timeout; mouse_movement_detect; queries_locale_api; procmem_yara; resumethread_remote_process; injection_write_process,,mouse_movement_detect; queries_locale_api; queries_keyboard_layout,,
c25c4ca3c32cfce1,antivm_checks_available_memory; queries_keyboard_layout; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; binary_yara; procmem_yara,,,,terminates_remote_process,terminates_remote_process,,,terminates_remote_process,terminates_remote_process,terminates_remote_process,terminates_remote_process,,,,,
c3b322c3dae816c2,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,,,,,,,,,,,,
c3c9aff6dc79b5e5,binary_yara,,,,,,,,,,,,,,,,
c47f1c11eb874ce9,antivm_checks_available_memory; queries_keyboard_layout; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; terminates_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara; pe_compile_timestomping,,,,,,terminates_remote_process,terminates_remote_process,,terminates_remote_process,terminates_remote_process,,,,terminates_remote_process,terminates_remote_process,terminates_remote_process
c48cb25059f32fc7,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; reads_self; stealth_window; packer_entropy; injection_rwx; uses_windows_utilities_to_create_scheduled_task; injection_write_exe_process; Suspicious_Scheduled_Task_Creation_Via_Masqueraded_XML_File; procmem_yara; deletes_executed_files; recon_fingerprint,terminates_remote_process,,,,,terminates_remote_process,terminates_remote_process,,terminates_remote_process,terminates_remote_process,,,antivm_generic_system,,,
c56a221640c5c2bd,antivm_checks_available_memory; queries_keyboard_layout; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara,reads_self,,terminates_remote_process,terminates_remote_process,,,,,injection_rwx; procmem_yara; packer_entropy; queries_keyboard_layout,injection_rwx; procmem_yara; packer_entropy; queries_keyboard_layout,injection_rwx; procmem_yara; packer_entropy,injection_rwx; procmem_yara; packer_entropy; queries_keyboard_layout,terminates_remote_process,terminates_remote_process,terminates_remote_process,
c5797c0bb9bebac3,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; injection_rwx; procmem_yara,,,,,,,,,procmem_yara; injection_rwx,static_pe_pdbpath; procmem_yara; injection_rwx,static_pe_pdbpath; procmem_yara; injection_rwx,static_pe_pdbpath; procmem_yara; injection_rwx,,,,
c5e7c2f3efd20963,queries_computer_name; queries_user_name; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; enumerates_running_processes; packer_unknown_pe_section_name; packer_entropy; injection_rwx; injection_write_exe_process; persistence_autorun; stop_ransomware_registry; virus; procmem_yara; ransomware_files; stop_ransom_mutexes; stop_ransomware_cmd; ransomware_stopdjvu; suspicious_command_tools,,,terminates_remote_process,,,antivm_generic_system; antivm_checks_available_memory; antisandbox_sleep,,,,antivm_checks_available_memory; registry_credential_store_access; antidebug_guardpages; dynamic_function_loading; antivm_generic_system; terminates_remote_process; multiple_useragents,,,,antivm_generic_system; antivm_checks_available_memory; terminates_remote_process,antisandbox_unhook; antivm_generic_system; process_interest; antivm_checks_available_memory; terminates_remote_process,
c789ca3ed4612093,queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; http_request; creates_suspended_process; resumethread_remote_process; stealth_window; terminates_remote_process; packer_entropy; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antisandbox_sleep; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; cmdline_obfuscation; suspicious_command_tools,antivm_generic_system; antivm_checks_available_memory,,,,terminates_remote_process,,antivm_checks_available_memory; antivm_generic_system; terminates_remote_process,,,,,,,,,antivm_generic_system; antivm_checks_available_memory
c7a9310c100613e3,dead_connect; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; http_request; packer_unknown_pe_section_name; injection_rwx; infostealer_cookies; procmem_yara,,,,,,,,,,,,,,,,
c87e9c46010a2d7a,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,process_interest; dynamic_function_loading; enumerates_running_processes,process_interest; reads_memory_remote_process; dynamic_function_loading; enumerates_running_processes,dynamic_function_loading,process_interest; dynamic_function_loading; enumerates_running_processes,,,,,,,,
c975e6ed754604da,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; injection_rwx; procmem_yara,,,,,,,,,,,,,,,,
caac87fc43eba8bf,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; injection_rwx; procmem_yara,,,,,,stealth_timeout,,,,,,,,,,
cac51ba553fe9001,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,physical_drive_access; enumerates_physical_drives,,,,,,,,,enumerates_physical_drives; antisandbox_unhook; physical_drive_access,antisandbox_unhook,,antisandbox_unhook
caf00150589120b5,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,dynamic_function_loading; antiav_detectfile; resumethread_remote_process; recon_beacon; creates_suspended_process; reads_self; suspicious_command_tools; http_request; terminates_remote_process; injection_write_process; uses_windows_utilities_to_create_scheduled_task; enumerates_physical_drives; physical_drive_access; stealth_window; queries_computer_name; queries_locale_api; antisandbox_unhook; persistence_autorun_tasks; uses_windows_utilities; stealth_timeout; antivm_generic_system; antisandbox_sleep; infostealer_cookies; anomalous_deletefile; cmdline_obfuscation; queries_keyboard_layout,dynamic_function_loading; antiav_detectfile; resumethread_remote_process; recon_beacon; creates_suspended_process; reads_self; suspicious_command_tools; http_request; terminates_remote_process; injection_write_process; uses_windows_utilities_to_create_scheduled_task; enumerates_physical_drives; physical_drive_access; stealth_window; queries_computer_name; queries_locale_api; antisandbox_unhook; persistence_autorun_tasks; uses_windows_utilities; stealth_timeout; antivm_generic_system; antisandbox_sleep; infostealer_cookies; anomalous_deletefile; cmdline_obfuscation; queries_keyboard_layout,,,,,,,,,queries_keyboard_layout; resumethread_remote_process; reads_self; stealth_timeout; injection_write_process; uses_windows_utilities; suspicious_command_tools; persistence_autorun_tasks; cmdline_obfuscation; http_request; stealth_window; antiav_detectfile; infostealer_cookies; queries_locale_api
caf42d835224609c,queries_keyboard_layout; queries_locale_api; language_check_registry; http_request; reads_self; antianalysis_tls_section; packer_unknown_pe_section_name; contains_pe_overlay; injection_rwx; multiple_useragents; procmem_yara,,,,,,,,,,,,,,,stealth_timeout,
cc8e0791e465f95d,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; createtoolhelp32snapshot_module_enumeration; injection_rwx; injection_write_exe_process; procmem_yara,,,,,,,,,,,,,,,,
cd8d689bec5ed6c8,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; persistence_autorun; procmem_yara; deletes_executed_files,,,,,,,,,,,,,,,,
cf7bff0aa3b65bf1,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; injection_rwx; procmem_yara,,,,,,,,,,,,,,,,
cf8267515b516bbd,antivm_checks_available_memory; queries_keyboard_layout; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; mouse_movement_detect; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara,terminates_remote_process,terminates_remote_process,terminates_remote_process,terminates_remote_process,suspicious_command_tools; stealth_window; queries_locale_api; uses_windows_utilities,,infostealer_keylog; antisandbox_mouse_hook; terminates_remote_process,terminates_remote_process,,,,,,antisandbox_mouse_hook; infostealer_keylog,,
d04ec4f0546f476d,queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; cmdline_terminate; stealth_timeout; language_check_registry; http_request; creates_suspended_process; resumethread_remote_process; reads_self; stealth_window; uses_windows_utilities; antisandbox_sleep; infostealer_cookies; persistence_autorun; recon_beacon; antiav_detectfile,,,,,,,,,,,,,,,,
d08bd114dd8a6575,antivm_checks_available_memory; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara; pe_compile_timestomping,terminates_remote_process,,terminates_remote_process,terminates_remote_process,queries_keyboard_layout,terminates_remote_process; queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,,,,,,,,
d0f04c2655ce4c7f,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; exec_crash; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,,,,,,,,,terminates_remote_process,,terminates_remote_process,terminates_remote_process
d23218868354efc4,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,,,queries_keyboard_layout; reads_self; queries_locale_api,reads_self; infostealer_cookies,stealth_timeout,stealth_timeout
d3c518f1522f1b65,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,uses_windows_utilities; recon_beacon; dynamic_function_loading; stealth_timeout; resumethread_remote_process; infostealer_cookies; creates_suspended_process; queries_computer_name; antiav_detectfile; antivm_generic_system; suspicious_command_tools; queries_locale_api; antisandbox_unhook; anomalous_deletefile; reads_self; injection_write_process; http_request; terminates_remote_process; stealth_window; queries_keyboard_layout; uses_windows_utilities_to_create_scheduled_task; persistence_autorun_tasks; cmdline_obfuscation; antisandbox_sleep,,,,,,,,,,stealth_timeout; queries_computer_name; queries_locale_api; queries_keyboard_layout; antisandbox_sleep; injection_write_process; anomalous_deletefile; uses_windows_utilities; dynamic_function_loading; cmdline_obfuscation; resumethread_remote_process; http_request; uses_windows_utilities_to_create_scheduled_task; reads_self; suspicious_command_tools; recon_beacon; antiav_detectfile; infostealer_cookies; persistence_autorun_tasks; stealth_window,,queries_locale_api; queries_keyboard_layout,
d47c12b089eaddcb,antivm_checks_available_memory; dead_connect; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; injection_rwx; procmem_yara,,,,,,,,,,,,,,,,
d7d0bc493a595023,antivm_checks_available_memory; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; exec_crash; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; enumerates_running_processes; process_interest; reads_self; packer_unknown_pe_section_name; packer_entropy; contains_pe_overlay; injection_rwx; uses_windows_utilities; injection_write_exe_process; persistence_autorun; polymorphic; procmem_yara; infostealer_keylog; njrat_regkeys,,antisandbox_sleep,,antisandbox_sleep,process_interest; antisandbox_sleep,antisandbox_sleep,antisandbox_sleep,process_interest,,,,,,,antisandbox_sleep,
d98a1459433a5d54,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,,,reads_self; queries_locale_api; queries_keyboard_layout,,queries_computer_name; uses_windows_utilities; persistence_autorun_tasks; resumethread_remote_process; terminates_remote_process; antiav_detectfile; reads_self; stealth_timeout; cmdline_obfuscation; suspicious_command_tools; http_request; infostealer_cookies; queries_keyboard_layout; uses_windows_utilities_to_create_scheduled_task; stealth_window; antivm_generic_system; queries_locale_api; injection_write_process,
d995c73f2e399b8c,antivm_checks_available_memory; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; mouse_movement_detect; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara,,,,terminates_remote_process,terminates_remote_process,terminates_remote_process,terminates_remote_process,,,,,,terminates_remote_process,reads_self,,
dc0f0efdd8712490,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,antisandbox_unhook; enumerates_physical_drives; physical_drive_access,,antisandbox_unhook; enumerates_physical_drives; physical_drive_access,antisandbox_unhook; enumerates_physical_drives; physical_drive_access,,,,,,,,
dd9e683eba0236ad,antivm_checks_available_memory; queries_computer_name; queries_user_name; queries_keyboard_layout; queries_locale_api; accesses_public_folder; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; mouse_movement_detect; encrypted_ioc; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; stealth_window; packer_entropy; injection_rwx; script_tool_executed; uses_windows_utilities; infostealer_cookies; injection_write_exe_process; procmem_yara; windows_defender_powershell; uses_rdp_clip; suspicious_command_tools,terminates_remote_process,,reads_self,antisandbox_unhook; terminates_remote_process,terminates_remote_process,terminates_remote_process,terminates_remote_process,uses_windows_utilities; suspicious_command_tools; uses_remote_desktop_session,,,,,uses_windows_utilities; antisandbox_unhook; suspicious_command_tools,antisandbox_unhook,,
dea8a3953f92b880,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,stealth_timeout,,stealth_timeout,queries_locale_api; queries_keyboard_layout,,stealth_timeout,,,,,,,queries_keyboard_layout; queries_locale_api,,stealth_timeout,infostealer_cookies
dff856f60da5feb8,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,antidebug_setunhandledexceptionfilter; createtoolhelp32snapshot_module_enumeration; queries_user_name; antidebug_guardpages; procmem_yara; deletes_executed_files; language_check_registry; disables_windowsupdate; dead_connect; antiav_servicestop; dropper; injection_rwx; antivm_checks_available_memory; persistence_autorun,antidebug_setunhandledexceptionfilter; createtoolhelp32snapshot_module_enumeration; queries_user_name; antidebug_guardpages; procmem_yara; deletes_executed_files; language_check_registry; disables_windowsupdate; dead_connect; antiav_servicestop; dropper; injection_rwx; antivm_checks_available_memory; persistence_autorun,antidebug_setunhandledexceptionfilter; createtoolhelp32snapshot_module_enumeration; queries_user_name; antidebug_guardpages; procmem_yara; deletes_executed_files; language_check_registry; disables_windowsupdate; dead_connect; antiav_servicestop; dropper; injection_rwx; antivm_checks_available_memory; persistence_autorun,antidebug_setunhandledexceptionfilter; createtoolhelp32snapshot_module_enumeration; queries_user_name; antidebug_guardpages; procmem_yara; deletes_executed_files; language_check_registry; disables_windowsupdate; dead_connect; antiav_servicestop; dropper; injection_rwx; antivm_checks_available_memory; persistence_autorun,,,,,,queries_locale_api; queries_keyboard_layout,,
e035c6f0110b8fe9,antivm_checks_available_memory; dead_connect; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; persistence_autorun; procmem_yara; deletes_executed_files,,,,,,,,,,,,,queries_keyboard_layout,,,
